Imagem,Média_R,Média_G,Média_B,Textura
imagem_90.jpg,125.289096,141.871436,158.15453599999998,60.49914768493665
imagem_91.jpg,150.875056,153.649296,150.023176,53.686490496423545
imagem_92.jpg,146.7714,174.815188,203.639072,31.0551762304801
imagem_93.jpg,154.20018,168.736608,184.818624,55.526828059028766
imagem_94.jpg,126.609332,128.095196,123.91726399999999,54.878099554289385
imagem_95.jpg,125.55039199999999,142.857156,169.361124,55.464885898494146
imagem_96.jpg,107.79248799999999,111.44117999999999,126.54745199999999,45.2522259032238
imagem_97.jpg,136.734668,134.372728,127.15973199999999,64.43261461014986
imagem_98.jpg,137.728804,152.341564,168.352248,41.33521433195497
imagem_99.jpg,155.360104,172.57894,191.34608,52.56186354168444
imagem_100.jpg,130.324332,131.141264,129.993628,71.3827448403196
imagem_101.jpg,136.449472,136.152,128.34253999999999,48.019236719456686
imagem_102.jpg,130.50942,121.76486799999999,103.22149999999999,49.64450468379855
imagem_103.jpg,112.20642799999999,131.121576,132.40311599999998,56.03386727348824
imagem_104.jpg,169.723568,178.51791599999999,181.178104,56.87311825469619
imagem_105.jpg,114.23839199999999,109.40557199999999,102.740124,45.55166722417804
imagem_106.jpg,134.09372399999998,135.62072,133.00858399999998,63.964984347733754
imagem_107.jpg,124.894072,120.118344,120.248228,51.63213721865869
imagem_108.jpg,98.94423599999999,92.129564,90.923752,52.42162798532438
imagem_109.jpg,133.916628,129.26448399999998,121.83156,50.13053057482173
imagem_110.jpg,110.996512,96.923808,91.91129199999999,59.46506548664028
imagem_111.jpg,154.264952,156.27666399999998,153.256452,51.89796341260786
imagem_112.jpg,126.194548,119.71476,111.32082799999999,45.80165362134149
imagem_113.jpg,92.955832,89.734448,90.889744,45.325356446181694
imagem_114.jpg,149.58369199999999,167.992708,185.866016,29.42257296685659
imagem_115.jpg,149.65652799999998,164.66551199999998,182.54944,48.88321430828395
imagem_116.jpg,106.702016,108.081772,113.504268,44.61946508802794
imagem_117.jpg,136.07186,134.762464,125.64753599999999,56.789627787224106
imagem_118.jpg,163.153312,164.99961199999998,161.96308399999998,58.38311415367371
imagem_119.jpg,138.44118,143.44968799999998,143.861932,56.076572289943826
imagem_120.jpg,139.411324,157.614736,175.433796,58.06621962070601
imagem_121.jpg,146.942544,159.363844,172.854832,41.44694656736508
imagem_122.jpg,136.64614,151.50248399999998,170.634928,56.91838249490918
imagem_123.jpg,116.905512,115.67119199999999,111.01251599999999,44.95479309618248
imagem_124.jpg,136.94026,131.761192,145.21369199999998,55.49881480648622
imagem_125.jpg,112.05766799999999,123.28187199999999,127.309804,52.19969946990255
imagem_126.jpg,104.617216,97.76181199999999,102.05315999999999,57.64873097358811
imagem_127.jpg,147.78422799999998,149.61157599999999,146.064948,62.99163350850969
imagem_128.jpg,132.83843199999998,142.66675999999998,151.72252799999998,63.585151164311945
imagem_129.jpg,141.022236,150.984264,160.45986399999998,51.151131785590195
imagem_130.jpg,145.413948,161.740376,179.141012,69.35376952834802
imagem_131.jpg,135.651172,140.23241199999998,145.00661599999998,50.17189526658461
imagem_132.jpg,109.084368,115.83932,117.344172,51.9129893530479
imagem_133.jpg,125.1263,127.960724,131.145884,54.05302267228075
imagem_134.jpg,111.9896,111.610388,106.717728,51.15195441235238
imagem_135.jpg,130.43382,133.977416,136.41137999999998,79.10694912220151
imagem_136.jpg,122.640464,121.64604,111.468408,58.551944811295755
imagem_137.jpg,80.287868,98.939376,68.76009599999999,57.63069703448591
imagem_138.jpg,93.647988,105.31055599999999,104.561092,49.03366483154609
imagem_139.jpg,101.907432,111.232084,102.073324,52.17027054340831
imagem_140.jpg,159.059304,159.71192,158.760576,49.28941669074512
imagem_141.jpg,112.77234399999999,115.914756,106.15352,76.3226021368911
imagem_142.jpg,125.139724,132.1149,140.517716,75.33003811917527
